ATCC8482_locus_tag	CL09_locus_tag	ATCC8482_gene	CL09_gene	ATCC8482_product	CL09_product	forward_bitscore	reverse_bitscore	forward_pident	reverse_pident	forward_qcovs	reverse_qcovs
JJAGMNAF_02303	BHNFMJIF_00859			hypothetical protein	hypothetical protein	549.0	549.0	99.301	99.301	100.0	100.0
JJAGMNAF_02304	BHNFMJIF_00858	murB	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	UDP-N-acetylenolpyruvoylglucosamine reductase	685.0	685.0	99.11	99.11	100.0	100.0
JJAGMNAF_02305	BHNFMJIF_00857	phnP	phnP	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	528.0	528.0	99.225	99.225	100.0	100.0
JJAGMNAF_02306	BHNFMJIF_00856	nth	nth	Endonuclease III	Endonuclease III	443.0	443.0	99.533	99.533	100.0	100.0
JJAGMNAF_02307	BHNFMJIF_00855	arcA	arcA	Arginine deiminase	Arginine deiminase	634.0	634.0	99.673	99.673	100.0	100.0
JJAGMNAF_02308	BHNFMJIF_00854			hypothetical protein	hypothetical protein	630.0	630.0	99.34	99.34	100.0	100.0
JJAGMNAF_02309	BHNFMJIF_00853	rocD	rocD	Ornithine aminotransferase	Ornithine aminotransferase	825.0	825.0	99.757	99.757	100.0	100.0
JJAGMNAF_02310	BHNFMJIF_00852			queuosine precursor transporter	queuosine precursor transporter	456.0	456.0	99.561	99.561	100.0	100.0
JJAGMNAF_02311	BHNFMJIF_00851	queC	queC	7-cyano-7-deazaguanine synthase	7-cyano-7-deazaguanine synthase	465.0	465.0	99.552	99.552	100.0	100.0
JJAGMNAF_02312	BHNFMJIF_00850	queF	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase	NADPH-dependent 7-cyano-7-deazaguanine reductase	316.0	316.0	100.0	100.0	100.0	100.0
JJAGMNAF_02314	BHNFMJIF_00833	ruvB_2	ruvB_1	Holliday junction branch migration complex subunit RuvB	Holliday junction branch migration complex subunit RuvB	1115.0	1104.0	99.661	99.661	98.0	98.0
JJAGMNAF_02315	BHNFMJIF_00832			hypothetical protein	hypothetical protein	167.0	168.0	98.98	98.98	100.0	100.0
JJAGMNAF_02316	BHNFMJIF_00831			hypothetical protein	hypothetical protein	190.0	190.0	100.0	100.0	88.0	88.0
JJAGMNAF_02317	BHNFMJIF_00830	dpp7_2	dpp7_2	Dipeptidyl-peptidase 7	Dipeptidyl-peptidase 7	1460.0	1460.0	99.451	99.451	100.0	100.0
JJAGMNAF_02318	BHNFMJIF_00829	dpp7_3	dpp7_1	Dipeptidyl-peptidase 7	Dipeptidyl-peptidase 7	1395.0	1395.0	99.716	99.716	98.0	98.0
JJAGMNAF_02319	BHNFMJIF_00828			hypothetical protein	hypothetical protein	458.0	458.0	99.556	99.556	100.0	100.0
JJAGMNAF_02320	BHNFMJIF_00827			hypothetical protein	hypothetical protein	479.0	479.0	100.0	100.0	100.0	100.0
JJAGMNAF_02321	BHNFMJIF_00826			hypothetical protein	hypothetical protein	725.0	725.0	99.73	99.73	96.0	96.0
JJAGMNAF_02322	BHNFMJIF_00825	metH_1	metH_2	Methionine synthase	Methionine synthase	589.0	589.0	99.661	99.661	100.0	100.0
JJAGMNAF_02323	BHNFMJIF_00824	allB	allB	Allantoinase	Allantoinase	932.0	932.0	99.552	99.552	100.0	100.0
JJAGMNAF_02324	BHNFMJIF_00823	ppm1	ppm1	Polyprenol monophosphomannose synthase	Polyprenol monophosphomannose synthase	515.0	515.0	100.0	100.0	100.0	100.0
JJAGMNAF_02325	BHNFMJIF_00822			hypothetical protein	hypothetical protein	394.0	394.0	100.0	100.0	100.0	100.0
JJAGMNAF_02326	BHNFMJIF_00821			hypothetical protein	hypothetical protein	306.0	306.0	99.528	99.528	100.0	100.0
JJAGMNAF_02327	BHNFMJIF_00820			hypothetical protein	hypothetical protein	257.0	257.0	98.765	98.765	100.0	100.0
JJAGMNAF_02328	BHNFMJIF_00819			hypothetical protein	hypothetical protein	953.0	953.0	99.355	99.355	100.0	100.0
JJAGMNAF_02329	BHNFMJIF_00818	asD	asD	Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase	Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase	1134.0	1134.0	99.451	99.451	100.0	100.0
JJAGMNAF_02330	BHNFMJIF_00817	aspT_2	aspT_2	Aspartate/alanine antiporter	Aspartate/alanine antiporter	933.0	934.0	99.094	99.094	98.0	98.0
JJAGMNAF_02331	BHNFMJIF_00816			hypothetical protein	hypothetical protein	556.0	556.0	100.0	100.0	100.0	100.0
JJAGMNAF_02333	BHNFMJIF_00815			hypothetical protein	hypothetical protein	1500.0	1501.0	99.724	99.724	99.0	99.0
JJAGMNAF_02334	BHNFMJIF_00814			hypothetical protein	hypothetical protein	736.0	736.0	98.985	98.985	100.0	100.0
JJAGMNAF_02335	BHNFMJIF_00813	mfd	mfd	Transcription-repair-coupling factor	Transcription-repair-coupling factor	2218.0	2218.0	100.0	100.0	100.0	100.0
JJAGMNAF_02336	BHNFMJIF_00812			hypothetical protein	hypothetical protein	317.0	317.0	100.0	100.0	100.0	100.0
JJAGMNAF_02337	BHNFMJIF_00811	yafV	yafV	Omega-amidase YafV	Omega-amidase YafV	526.0	526.0	99.209	99.209	100.0	100.0
JJAGMNAF_02338	BHNFMJIF_00810			hypothetical protein	hypothetical protein	1082.0	1082.0	99.257	99.257	100.0	100.0
JJAGMNAF_02339	BHNFMJIF_00809			hypothetical protein	hypothetical protein	359.0	359.0	100.0	100.0	100.0	100.0
JJAGMNAF_02340	BHNFMJIF_00808	dapL_2	dapL_1	LL-diaminopimelate aminotransferase	LL-diaminopimelate aminotransferase	833.0	834.0	99.77	99.77	100.0	99.0
JJAGMNAF_02341	BHNFMJIF_00807			Phenylacetate-coenzyme A ligase	Phenylacetate-coenzyme A ligase	876.0	876.0	100.0	100.0	100.0	98.0
JJAGMNAF_02342	BHNFMJIF_00806			hypothetical protein	hypothetical protein	282.0	282.0	100.0	100.0	100.0	100.0
JJAGMNAF_02343	BHNFMJIF_00804			hypothetical protein	hypothetical protein	1199.0	1199.0	98.316	98.316	100.0	100.0
JJAGMNAF_02344	BHNFMJIF_00803	hppA1	hppA1	Putative K(+)-stimulated pyrophosphate-energized sodium pump 1	Putative K(+)-stimulated pyrophosphate-energized sodium pump 1	1216.0	1216.0	100.0	100.0	100.0	100.0
JJAGMNAF_02345	BHNFMJIF_00802			hypothetical protein	hypothetical protein	1330.0	1330.0	99.377	99.377	100.0	100.0
JJAGMNAF_02346	BHNFMJIF_00801			hypothetical protein	hypothetical protein	210.0	210.0	100.0	100.0	100.0	100.0
JJAGMNAF_02347	BHNFMJIF_00800			hypothetical protein	hypothetical protein	1962.0	1962.0	98.954	98.954	100.0	100.0
JJAGMNAF_02348	BHNFMJIF_00799	glaB_2	glaB	Alpha-1,3-galactosidase B	Alpha-1,3-galactosidase B	1262.0	1262.0	99.835	99.835	100.0	100.0
JJAGMNAF_02349	BHNFMJIF_00798			hypothetical protein	hypothetical protein	380.0	380.0	99.459	99.459	100.0	100.0
JJAGMNAF_02350	BHNFMJIF_00797			hypothetical protein	hypothetical protein	163.0	163.0	100.0	100.0	100.0	100.0
JJAGMNAF_02351	BHNFMJIF_00796	pfp	pfp	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	1134.0	1134.0	100.0	100.0	100.0	100.0
JJAGMNAF_02352	BHNFMJIF_00795			hypothetical protein	hypothetical protein	521.0	521.0	100.0	100.0	100.0	100.0
JJAGMNAF_02353	BHNFMJIF_00794	yccF	yccF	Inner membrane protein YccF	Inner membrane protein YccF	234.0	234.0	100.0	100.0	100.0	100.0
JJAGMNAF_02354	BHNFMJIF_00793	prmA	prmA	Ribosomal protein L11 methyltransferase	Ribosomal protein L11 methyltransferase	520.0	520.0	99.644	99.644	100.0	100.0
JJAGMNAF_02355	BHNFMJIF_00792			hypothetical protein	hypothetical protein	174.0	174.0	100.0	100.0	100.0	100.0
JJAGMNAF_02363	BHNFMJIF_03840			hypothetical protein	hypothetical protein	604.0	621.0	86.804	86.804	100.0	100.0
JJAGMNAF_02369	BHNFMJIF_00790			hypothetical protein	hypothetical protein	432.0	432.0	100.0	100.0	100.0	100.0
JJAGMNAF_02370	BHNFMJIF_00789			hypothetical protein	hypothetical protein	303.0	292.0	98.925	98.925	71.0	71.0
JJAGMNAF_02371	BHNFMJIF_00788			hypothetical protein	hypothetical protein	955.0	950.0	99.809	99.809	100.0	100.0
JJAGMNAF_02372	BHNFMJIF_00787			hypothetical protein	hypothetical protein	740.0	740.0	99.733	99.733	100.0	100.0
JJAGMNAF_02373	BHNFMJIF_00786			Oxidoreductase P35	Oxidoreductase P35	688.0	688.0	100.0	100.0	100.0	100.0
JJAGMNAF_02374	BHNFMJIF_00785	mltF_1	mltF_2	Membrane-bound lytic murein transglycosylase F	Membrane-bound lytic murein transglycosylase F	557.0	557.0	99.632	99.632	100.0	100.0
JJAGMNAF_02375	BHNFMJIF_00784			hypothetical protein	hypothetical protein	1430.0	1430.0	100.0	100.0	100.0	100.0
JJAGMNAF_02376	BHNFMJIF_00783			hypothetical protein	hypothetical protein	333.0	333.0	100.0	100.0	100.0	100.0
JJAGMNAF_02377	BHNFMJIF_00782	korB_3	korB_1	2-oxoglutarate oxidoreductase subunit KorB	2-oxoglutarate oxidoreductase subunit KorB	506.0	506.0	100.0	100.0	100.0	100.0
JJAGMNAF_02378	BHNFMJIF_00781			hypothetical protein	hypothetical protein	79.7	79.7	100.0	100.0	76.0	76.0
JJAGMNAF_02379	BHNFMJIF_00780	korA_3	korA_1	2-oxoglutarate oxidoreductase subunit KorA	2-oxoglutarate oxidoreductase subunit KorA	735.0	735.0	100.0	100.0	100.0	100.0
JJAGMNAF_02380	BHNFMJIF_00779	rsxB_2	rsxB_1	Ion-translocating oxidoreductase complex subunit B	Ion-translocating oxidoreductase complex subunit B	154.0	154.0	100.0	100.0	100.0	100.0
JJAGMNAF_02381	BHNFMJIF_00778			hypothetical protein	hypothetical protein	204.0	204.0	98.98	98.98	100.0	100.0
JJAGMNAF_02382	BHNFMJIF_00777			hypothetical protein	hypothetical protein	224.0	224.0	99.091	99.091	100.0	100.0
JJAGMNAF_02383	BHNFMJIF_00776			hypothetical protein	hypothetical protein	685.0	685.0	100.0	100.0	100.0	100.0
JJAGMNAF_02384	BHNFMJIF_00775	rpiB	rpiB	Ribose-5-phosphate isomerase B	Ribose-5-phosphate isomerase B	302.0	302.0	100.0	100.0	100.0	100.0
JJAGMNAF_02385	BHNFMJIF_00774	tkt	tkt	Transketolase	Transketolase	1381.0	1381.0	99.701	99.701	100.0	100.0
JJAGMNAF_02386	BHNFMJIF_00773	xylB_1	xylB_1	Xylulose kinase	Xylulose kinase	1095.0	1095.0	99.812	99.812	100.0	100.0
JJAGMNAF_02387	BHNFMJIF_00772	araA	araA	L-arabinose isomerase	L-arabinose isomerase	1034.0	1034.0	99.607	99.607	100.0	100.0
JJAGMNAF_02388	BHNFMJIF_00771	ulaF	ulaF	L-ribulose-5-phosphate 4-epimerase UlaF	L-ribulose-5-phosphate 4-epimerase UlaF	521.0	521.0	99.6	99.6	100.0	100.0
JJAGMNAF_02389	BHNFMJIF_00770			ADPR responsive transcriptional repressor NtrR	ADPR responsive transcriptional repressor NtrR	467.0	467.0	100.0	100.0	100.0	100.0
JJAGMNAF_02390	BHNFMJIF_00769	sglT_1	sglT_2	Sodium/glucose cotransporter	Sodium/glucose cotransporter	1093.0	1093.0	100.0	100.0	100.0	100.0
JJAGMNAF_02391	BHNFMJIF_00768	mro_3	mro_2	Aldose 1-epimerase	Aldose 1-epimerase	785.0	785.0	99.738	99.738	99.0	100.0
JJAGMNAF_02392	BHNFMJIF_00767	galK	galK	Galactokinase	Galactokinase	791.0	791.0	100.0	100.0	100.0	100.0
JJAGMNAF_02393	BHNFMJIF_00766	fucP_3	fucP_2	L-fucose-proton symporter	L-fucose-proton symporter	759.0	759.0	100.0	100.0	100.0	100.0
JJAGMNAF_02394	BHNFMJIF_00765	mro_4	mro_1	Aldose 1-epimerase	Aldose 1-epimerase	754.0	754.0	99.725	99.725	100.0	100.0
JJAGMNAF_02395	BHNFMJIF_00764	fpgS	fpgS	Folylpolyglutamate synthase	Folylpolyglutamate synthase	882.0	882.0	99.533	99.533	100.0	100.0
JJAGMNAF_02396	BHNFMJIF_00763	dnaJ	dnaJ	Chaperone protein DnaJ	Chaperone protein DnaJ	542.0	542.0	100.0	100.0	96.0	96.0
JJAGMNAF_02397	BHNFMJIF_00762	grpE	grpE	Protein GrpE	Protein GrpE	383.0	383.0	100.0	100.0	93.0	93.0
JJAGMNAF_02398	BHNFMJIF_00761	ybiT	ybiT	putative ATP-binding protein YbiT	putative ATP-binding protein YbiT	1089.0	1089.0	100.0	100.0	100.0	100.0
JJAGMNAF_02399	BHNFMJIF_00760			hypothetical protein	hypothetical protein	1031.0	1031.0	100.0	100.0	98.0	98.0
JJAGMNAF_02400	BHNFMJIF_00757	alkZ	alkZ	Interstrand DNA cross-link repair glycosylase	Interstrand DNA cross-link repair glycosylase	688.0	686.0	99.398	99.398	95.0	96.0
JJAGMNAF_02401	BHNFMJIF_00756	cdd	cdd	Cytidine deaminase	Cytidine deaminase	346.0	346.0	99.405	99.405	100.0	100.0
JJAGMNAF_02402	BHNFMJIF_00755			hypothetical protein	hypothetical protein	187.0	187.0	100.0	100.0	100.0	100.0
JJAGMNAF_02403	BHNFMJIF_00754			hypothetical protein	hypothetical protein	387.0	387.0	99.507	99.507	100.0	100.0
JJAGMNAF_02404	BHNFMJIF_00753			hypothetical protein	hypothetical protein	463.0	463.0	98.655	98.655	100.0	100.0
JJAGMNAF_02405	BHNFMJIF_00752	sigW_6	sigW_3	ECF RNA polymerase sigma factor SigW	ECF RNA polymerase sigma factor SigW	338.0	338.0	99.438	99.438	100.0	100.0
JJAGMNAF_02406	BHNFMJIF_00751			hypothetical protein	hypothetical protein	169.0	169.0	99.167	99.167	100.0	100.0
JJAGMNAF_02407	BHNFMJIF_00750			hypothetical protein	hypothetical protein	377.0	377.0	100.0	100.0	100.0	100.0
JJAGMNAF_02408	BHNFMJIF_00749			hypothetical protein	hypothetical protein	444.0	444.0	99.061	99.061	100.0	100.0
JJAGMNAF_02409	BHNFMJIF_00748			Autolysin	Autolysin	613.0	614.0	100.0	100.0	100.0	98.0
JJAGMNAF_02410	BHNFMJIF_00747			hypothetical protein	hypothetical protein	780.0	780.0	99.754	99.754	98.0	98.0
JJAGMNAF_02413	BHNFMJIF_00746	yknY_2	yknY_2	putative ABC transporter ATP-binding protein YknY	putative ABC transporter ATP-binding protein YknY	458.0	458.0	100.0	100.0	100.0	100.0
JJAGMNAF_02414	BHNFMJIF_00745			hypothetical protein	hypothetical protein	857.0	857.0	99.535	99.535	100.0	100.0
JJAGMNAF_02415	BHNFMJIF_00744			hypothetical protein	hypothetical protein	787.0	787.0	99.76	99.76	100.0	100.0
JJAGMNAF_02416	BHNFMJIF_00743			hypothetical protein	hypothetical protein	748.0	748.0	100.0	100.0	92.0	100.0
JJAGMNAF_02417	BHNFMJIF_00742			hypothetical protein	hypothetical protein	828.0	828.0	100.0	100.0	100.0	100.0
JJAGMNAF_02418	BHNFMJIF_00741			hypothetical protein	hypothetical protein	767.0	767.0	100.0	100.0	100.0	100.0
JJAGMNAF_02419	BHNFMJIF_00740			hypothetical protein	hypothetical protein	787.0	787.0	99.754	99.754	100.0	98.0
JJAGMNAF_02420	BHNFMJIF_00739			hypothetical protein	hypothetical protein	947.0	947.0	100.0	100.0	100.0	100.0
JJAGMNAF_02421	BHNFMJIF_00738	atoC_1	atoC_1	Regulatory protein AtoC	Regulatory protein AtoC	924.0	924.0	99.335	99.335	100.0	100.0
JJAGMNAF_02422	BHNFMJIF_00737	atoS	atoS	Signal transduction histidine-protein kinase AtoS	Signal transduction histidine-protein kinase AtoS	822.0	822.0	100.0	100.0	97.0	97.0
JJAGMNAF_02425	BHNFMJIF_00726	mltF_2	mltF_1	Membrane-bound lytic murein transglycosylase F	Membrane-bound lytic murein transglycosylase F	951.0	951.0	99.564	99.564	100.0	100.0
JJAGMNAF_02426	BHNFMJIF_00725	udk_2	udk_1	Uridine kinase	Uridine kinase	353.0	353.0	99.422	99.422	85.0	85.0
JJAGMNAF_02427	BHNFMJIF_00724			hypothetical protein	hypothetical protein	201.0	201.0	100.0	100.0	100.0	100.0
JJAGMNAF_02428	BHNFMJIF_00723			hypothetical protein	hypothetical protein	342.0	342.0	100.0	100.0	100.0	100.0
JJAGMNAF_02429	BHNFMJIF_00722	hisG	hisG	ATP phosphoribosyltransferase	ATP phosphoribosyltransferase	564.0	564.0	100.0	100.0	100.0	100.0
JJAGMNAF_02430	BHNFMJIF_00721	hisD	hisD	Histidinol dehydrogenase	Histidinol dehydrogenase	872.0	872.0	99.765	99.765	100.0	100.0
JJAGMNAF_02431	BHNFMJIF_00720	hisC	hisC	Histidinol-phosphate aminotransferase	Histidinol-phosphate aminotransferase	689.0	689.0	100.0	100.0	100.0	100.0
JJAGMNAF_02432	BHNFMJIF_00719	hisB	hisB	Histidine biosynthesis bifunctional protein HisB	Histidine biosynthesis bifunctional protein HisB	762.0	762.0	99.194	99.194	100.0	100.0
JJAGMNAF_02433	BHNFMJIF_00718	nadE	nadE	Glutamine-dependent NAD(+) synthetase	Glutamine-dependent NAD(+) synthetase	1308.0	1308.0	99.847	99.847	100.0	100.0
JJAGMNAF_02434	BHNFMJIF_00717	perR_2	perR_1	Peroxide-responsive repressor PerR	Peroxide-responsive repressor PerR	281.0	281.0	100.0	100.0	100.0	100.0
JJAGMNAF_02435	BHNFMJIF_00716	rbr3A	rbr3A	Reverse rubrerythrin-1	Reverse rubrerythrin-1	379.0	379.0	100.0	100.0	100.0	100.0
JJAGMNAF_02436	BHNFMJIF_00715	trxC	trxC	Thioredoxin 2	Thioredoxin 2	312.0	312.0	100.0	100.0	100.0	100.0
JJAGMNAF_02437	BHNFMJIF_00714			Thioredoxin-like protein	Thioredoxin-like protein	203.0	203.0	98.98	98.98	100.0	100.0
JJAGMNAF_02438	BHNFMJIF_00713			hypothetical protein	hypothetical protein	306.0	306.0	100.0	100.0	100.0	100.0
JJAGMNAF_02439	BHNFMJIF_00712			hypothetical protein	hypothetical protein	152.0	152.0	100.0	100.0	100.0	100.0
JJAGMNAF_02440	BHNFMJIF_00711	pepD_2	pepD_1	Cytosol non-specific dipeptidase	Cytosol non-specific dipeptidase	1001.0	1001.0	100.0	100.0	100.0	100.0
JJAGMNAF_02441	BHNFMJIF_00710			hypothetical protein	hypothetical protein	701.0	701.0	99.702	99.702	100.0	100.0
JJAGMNAF_02442	BHNFMJIF_00709	rlmH	rlmH	Ribosomal RNA large subunit methyltransferase H	Ribosomal RNA large subunit methyltransferase H	323.0	323.0	99.363	99.363	100.0	100.0
JJAGMNAF_02443	BHNFMJIF_00708	nadC	nadC	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	578.0	578.0	100.0	100.0	100.0	100.0
JJAGMNAF_02444	BHNFMJIF_00704			hypothetical protein	hypothetical protein	292.0	259.0	70.707	70.707	100.0	100.0
JJAGMNAF_02445	BHNFMJIF_00703	recA	recA	Protein RecA	Protein RecA	647.0	647.0	99.712	99.712	100.0	100.0
JJAGMNAF_02446	BHNFMJIF_00702	bcp	bcp	Peroxiredoxin Bcp	Peroxiredoxin Bcp	308.0	308.0	100.0	100.0	100.0	100.0
JJAGMNAF_02447	BHNFMJIF_00701			Carboxyaminopropylagmatine dehydrogenase	Carboxyaminopropylagmatine dehydrogenase	771.0	771.0	100.0	100.0	100.0	100.0
JJAGMNAF_02448	BHNFMJIF_00700			hypothetical protein	hypothetical protein	830.0	829.0	99.281	99.281	100.0	100.0
JJAGMNAF_02449	BHNFMJIF_00699			hypothetical protein	hypothetical protein	504.0	504.0	100.0	100.0	94.0	94.0
JJAGMNAF_02450	BHNFMJIF_00698	dnaK	dnaK	Chaperone protein DnaK	Chaperone protein DnaK	1148.0	1148.0	100.0	100.0	100.0	100.0
JJAGMNAF_02451	BHNFMJIF_00678			hypothetical protein	hypothetical protein	756.0	756.0	99.728	99.728	100.0	100.0
JJAGMNAF_02452	BHNFMJIF_00677			hypothetical protein	hypothetical protein	377.0	377.0	98.93	98.93	100.0	100.0
JJAGMNAF_02454	BHNFMJIF_00676			hypothetical protein	hypothetical protein	1067.0	1067.0	99.61	99.61	100.0	100.0
JJAGMNAF_02455	BHNFMJIF_00675			hypothetical protein	hypothetical protein	58.2	58.2	100.0	100.0	100.0	100.0
JJAGMNAF_02456	BHNFMJIF_00674	xerC_11	xerC_5	Tyrosine recombinase XerC	Tyrosine recombinase XerC	645.0	645.0	99.678	99.678	100.0	100.0
JJAGMNAF_02457	BHNFMJIF_00673	nusG_2	nusG_1	Transcription termination/antitermination protein NusG	Transcription termination/antitermination protein NusG	443.0	443.0	99.537	99.537	100.0	100.0
JJAGMNAF_02458	BHNFMJIF_00672			hypothetical protein	hypothetical protein	290.0	290.0	98.611	98.611	100.0	100.0
JJAGMNAF_02459	BHNFMJIF_00671			hypothetical protein	hypothetical protein	420.0	420.0	100.0	100.0	100.0	100.0
JJAGMNAF_02460	BHNFMJIF_00670			hypothetical protein	hypothetical protein	1520.0	1520.0	100.0	100.0	97.0	97.0
JJAGMNAF_02471	BHNFMJIF_02726			hypothetical protein	hypothetical protein	599.0	598.0	75.0	75.0	100.0	100.0
JJAGMNAF_02478	BHNFMJIF_00657			hypothetical protein	hypothetical protein	842.0	842.0	99.576	99.576	96.0	99.0
JJAGMNAF_02479	BHNFMJIF_00655			hypothetical protein	hypothetical protein	300.0	302.0	98.788	98.788	100.0	100.0
JJAGMNAF_02480	BHNFMJIF_00654			hypothetical protein	hypothetical protein	277.0	276.0	99.441	99.441	100.0	100.0
JJAGMNAF_02481	BHNFMJIF_00653			hypothetical protein	hypothetical protein	156.0	156.0	100.0	100.0	100.0	100.0
JJAGMNAF_02482	BHNFMJIF_00652			hypothetical protein	hypothetical protein	1298.0	1298.0	100.0	100.0	100.0	100.0
JJAGMNAF_02483	BHNFMJIF_00651			hypothetical protein	hypothetical protein	399.0	399.0	100.0	100.0	100.0	100.0
JJAGMNAF_02484	BHNFMJIF_00650			hypothetical protein	hypothetical protein	318.0	318.0	99.355	99.355	100.0	100.0
JJAGMNAF_02485	BHNFMJIF_00649	uvrB_1	uvrB_1	UvrABC system protein B	UvrABC system protein B	1540.0	1540.0	99.078	99.078	100.0	100.0
JJAGMNAF_02486	BHNFMJIF_00648			hypothetical protein	hypothetical protein	119.0	119.0	100.0	100.0	100.0	100.0
JJAGMNAF_02487	BHNFMJIF_00647			hypothetical protein	hypothetical protein	620.0	620.0	99.338	99.338	100.0	100.0
JJAGMNAF_02488	BHNFMJIF_00646	menE	menE	2-succinylbenzoate--CoA ligase	2-succinylbenzoate--CoA ligase	749.0	749.0	100.0	100.0	100.0	100.0
JJAGMNAF_02489	BHNFMJIF_00645	menC	menC	o-succinylbenzoate synthase	o-succinylbenzoate synthase	725.0	725.0	100.0	100.0	100.0	100.0
JJAGMNAF_02490	BHNFMJIF_00644	menB	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase	1,4-dihydroxy-2-naphthoyl-CoA synthase	568.0	568.0	99.634	99.634	100.0	100.0
JJAGMNAF_02491	BHNFMJIF_00643	menD	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	1165.0	1165.0	100.0	100.0	100.0	100.0
JJAGMNAF_02492	BHNFMJIF_00642	menF_2	menF_1	Isochorismate synthase MenF	Isochorismate synthase MenF	795.0	795.0	99.474	99.474	100.0	100.0
JJAGMNAF_02493	BHNFMJIF_00641			Putative esterase	Putative esterase	280.0	280.0	99.259	99.259	100.0	100.0
JJAGMNAF_02494	BHNFMJIF_00639	mepA_4	mepA_2	Multidrug export protein MepA	Multidrug export protein MepA	818.0	818.0	98.434	98.434	99.0	99.0
JJAGMNAF_02495	BHNFMJIF_00638	cdr	cdr	Coenzyme A disulfide reductase	Coenzyme A disulfide reductase	1521.0	1521.0	99.507	99.507	97.0	97.0
JJAGMNAF_02496	BHNFMJIF_00637			hypothetical protein	hypothetical protein	220.0	220.0	100.0	100.0	100.0	100.0
JJAGMNAF_02497	BHNFMJIF_00636	clcA	clcA	H(+)/Cl(-) exchange transporter ClcA	H(+)/Cl(-) exchange transporter ClcA	873.0	873.0	99.419	99.419	97.0	97.0
JJAGMNAF_02498	BHNFMJIF_00629	queH	queH	Epoxyqueuosine reductase QueH	Epoxyqueuosine reductase QueH	412.0	412.0	100.0	100.0	100.0	100.0
JJAGMNAF_02499	BHNFMJIF_00628			hypothetical protein	hypothetical protein	1191.0	1154.0	99.003	99.003	100.0	99.0
JJAGMNAF_02500	BHNFMJIF_00627			hypothetical protein	hypothetical protein	2229.0	2229.0	99.631	99.631	100.0	100.0
JJAGMNAF_02501	BHNFMJIF_00626			hypothetical protein	hypothetical protein	980.0	980.0	99.789	99.789	100.0	100.0
JJAGMNAF_02502	BHNFMJIF_00625	resA_10	resA_3	Thiol-disulfide oxidoreductase ResA	Thiol-disulfide oxidoreductase ResA	811.0	811.0	99.746	99.746	100.0	100.0
JJAGMNAF_02505	BHNFMJIF_02264			TonB-dependent receptor P39	TonB-dependent receptor P39	1511.0	1534.0	70.745	70.745	99.0	97.0
JJAGMNAF_02508	BHNFMJIF_00619			hypothetical protein	hypothetical protein	891.0	891.0	99.301	99.301	100.0	100.0
JJAGMNAF_02509	BHNFMJIF_00618	nfo	nfo	Endonuclease 4	Endonuclease 4	576.0	576.0	99.639	99.639	99.0	99.0
JJAGMNAF_02510	BHNFMJIF_00617			hypothetical protein	hypothetical protein	1402.0	1433.0	99.13	99.13	100.0	100.0
JJAGMNAF_02511	BHNFMJIF_00616	trpB	trpB	Tryptophan synthase beta chain	Tryptophan synthase beta chain	878.0	878.0	100.0	100.0	100.0	100.0
JJAGMNAF_02512	BHNFMJIF_00615			hypothetical protein	hypothetical protein	1073.0	1073.0	99.675	99.675	100.0	100.0
JJAGMNAF_02513	BHNFMJIF_00614	ktrC	ktrC	Ktr system potassium uptake protein C	Ktr system potassium uptake protein C	423.0	423.0	100.0	100.0	100.0	100.0
JJAGMNAF_02514	BHNFMJIF_00613			hypothetical protein	hypothetical protein	387.0	387.0	100.0	100.0	100.0	100.0
JJAGMNAF_02515	BHNFMJIF_00612			hypothetical protein	hypothetical protein	304.0	304.0	100.0	100.0	100.0	100.0
JJAGMNAF_02516	BHNFMJIF_00611	tdcG	tdcG	L-serine dehydratase TdcG	L-serine dehydratase TdcG	819.0	819.0	100.0	100.0	100.0	100.0
JJAGMNAF_02517	BHNFMJIF_00610			hypothetical protein	hypothetical protein	767.0	767.0	99.225	99.225	100.0	100.0
JJAGMNAF_02518	BHNFMJIF_00609			hypothetical protein	hypothetical protein	996.0	996.0	100.0	100.0	100.0	100.0
JJAGMNAF_02519	BHNFMJIF_00608			TonB-dependent receptor P3	TonB-dependent receptor P3	2226.0	2226.0	99.731	99.731	100.0	100.0
JJAGMNAF_02520	BHNFMJIF_00607			hypothetical protein	hypothetical protein	799.0	799.0	98.972	98.972	100.0	100.0
JJAGMNAF_02521	BHNFMJIF_00606			hypothetical protein	hypothetical protein	370.0	370.0	98.907	98.907	100.0	100.0
JJAGMNAF_02522	BHNFMJIF_00605	mutS2	mutS2	Endonuclease MutS2	Endonuclease MutS2	1566.0	1566.0	99.282	99.282	100.0	100.0
