locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHNFMJIF_02026	CDS	2319	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_02027	CDS	1926	tet(Q)			tetracycline resistance ribosomal protection protein Tet(Q)
BHNFMJIF_02028	CDS	5817				hypothetical protein
BHNFMJIF_02029	CDS	453				hypothetical protein
BHNFMJIF_02030	CDS	2088	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
BHNFMJIF_02031	CDS	1572				hypothetical protein
BHNFMJIF_02032	CDS	453				hypothetical protein
BHNFMJIF_02033	CDS	363				hypothetical protein
BHNFMJIF_02034	CDS	294				hypothetical protein
BHNFMJIF_02035	CDS	276				hypothetical protein
BHNFMJIF_02036	CDS	363				hypothetical protein
BHNFMJIF_02037	CDS	1236	xerC_13			Tyrosine recombinase XerC
BHNFMJIF_02038	CDS	2493				hypothetical protein
BHNFMJIF_02039	CDS	747				hypothetical protein
BHNFMJIF_02040	CDS	1263	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BHNFMJIF_02041	CDS	1116				hypothetical protein
BHNFMJIF_02042	CDS	1017				hypothetical protein
BHNFMJIF_02043	CDS	798				hypothetical protein
BHNFMJIF_02044	CDS	1101				hypothetical protein
BHNFMJIF_02045	CDS	1806	frbH_1			CMP-5'-(3-aminopropyl)phosphonate synthase
BHNFMJIF_02046	CDS	831				hypothetical protein
BHNFMJIF_02047	CDS	1026				hypothetical protein
BHNFMJIF_02048	CDS	1437				hypothetical protein
BHNFMJIF_02049	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
BHNFMJIF_02050	CDS	168				hypothetical protein
BHNFMJIF_02051	CDS	1539	comM		COG0606	Competence protein ComM
BHNFMJIF_02052	CDS	1068				hypothetical protein
BHNFMJIF_02053	CDS	1677				hypothetical protein
BHNFMJIF_02054	CDS	942	xerD_1			Tyrosine recombinase XerD
BHNFMJIF_02055	CDS	423	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
BHNFMJIF_02056	CDS	1464	pyk	2.7.1.40		Pyruvate kinase
BHNFMJIF_02057	CDS	639		2.1.1.6	COG4122	Catechol O-methyltransferase
BHNFMJIF_02058	CDS	336	rbfA			Ribosome-binding factor A
BHNFMJIF_02059	CDS	1239	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
BHNFMJIF_02060	CDS	873	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
BHNFMJIF_02061	CDS	873	murI	5.1.1.3		Glutamate racemase
BHNFMJIF_02062	CDS	504				hypothetical protein
BHNFMJIF_02063	CDS	516				hypothetical protein
BHNFMJIF_02064	CDS	2643	bamA_1			Outer membrane protein assembly factor BamA
BHNFMJIF_02065	CDS	732	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
BHNFMJIF_02066	CDS	1398				hypothetical protein
BHNFMJIF_02067	CDS	1053	ribD		COG0117	Riboflavin biosynthesis protein RibD
BHNFMJIF_02068	CDS	837	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
BHNFMJIF_02069	CDS	486	recX			Regulatory protein RecX
BHNFMJIF_02070	CDS	693				hypothetical protein
BHNFMJIF_02071	CDS	639	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
BHNFMJIF_02072	CDS	405				hypothetical protein
BHNFMJIF_02073	CDS	1341	argH	4.3.2.1	COG0165	Argininosuccinate lyase
BHNFMJIF_02074	CDS	993	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
BHNFMJIF_02075	tRNA	74				tRNA-Gly(gcc)
BHNFMJIF_02076	tRNA	86				tRNA-Leu(taa)
BHNFMJIF_02077	CDS	285				hypothetical protein
BHNFMJIF_02078	CDS	1221				IS256 family transposase ISDku1
BHNFMJIF_02079	CDS	537				hypothetical protein
BHNFMJIF_02080	CDS	2301	btuB_7			Vitamin B12 transporter BtuB
BHNFMJIF_02081	CDS	1401				hypothetical protein
BHNFMJIF_02082	CDS	1197				hypothetical protein
BHNFMJIF_02083	CDS	924	corA_2		COG0598	Cobalt/magnesium transport protein CorA
BHNFMJIF_02084	CDS	567	ahpC	1.11.1.26		Alkyl hydroperoxide reductase C
BHNFMJIF_02085	CDS	1551	ahpF	1.8.1.-		Alkyl hydroperoxide reductase subunit F
BHNFMJIF_02086	CDS	1023	cytR		COG1609	HTH-type transcriptional repressor CytR
BHNFMJIF_02087	CDS	1566				hypothetical protein
BHNFMJIF_02088	CDS	1599				hypothetical protein
BHNFMJIF_02089	CDS	1632			COG0702	SusD-like protein P2
BHNFMJIF_02090	CDS	3039			COG4771	TonB-dependent receptor P3
BHNFMJIF_02091	CDS	1500				hypothetical protein
BHNFMJIF_02092	CDS	4041	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_02093	tRNA	75				tRNA-Asn(gtt)
BHNFMJIF_02094	CDS	987	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
BHNFMJIF_02095	CDS	1665				hypothetical protein
BHNFMJIF_02096	CDS	2298				hypothetical protein
BHNFMJIF_02097	CDS	1386	sasA_5	2.7.13.3		Adaptive-response sensory-kinase SasA
BHNFMJIF_02098	CDS	702	trcR_3		COG0745	Transcriptional regulatory protein TrcR
BHNFMJIF_02099	CDS	957				hypothetical protein
BHNFMJIF_02100	CDS	492				hypothetical protein
BHNFMJIF_02101	CDS	525		4.2.1.1	COG0663	Carbonic anhydrase
BHNFMJIF_02102	CDS	1818				hypothetical protein
BHNFMJIF_02103	CDS	192	rpsU			Small ribosomal subunit protein bS21
BHNFMJIF_02104	CDS	882	xerC_14		COG4974	Tyrosine recombinase XerC
BHNFMJIF_02105	CDS	300	hpf		COG1544	Ribosome hibernation promoting factor
BHNFMJIF_02106	tRNA	75				tRNA-Thr(tgt)
BHNFMJIF_02107	tRNA	84				tRNA-Tyr(gta)
BHNFMJIF_02108	tRNA	74				tRNA-Gly(tcc)
BHNFMJIF_02109	tRNA	73				tRNA-Thr(ggt)
BHNFMJIF_02110	CDS	1185	tufA	3.6.5.3		Elongation factor Tu
BHNFMJIF_02111	tRNA	74				tRNA-Trp(cca)
BHNFMJIF_02112	CDS	195	secE			Protein translocase subunit SecE
BHNFMJIF_02113	CDS	543	nusG_2		COG0250	Transcription termination/antitermination protein NusG
BHNFMJIF_02114	CDS	444	rplK		COG0080	Large ribosomal subunit protein uL11
BHNFMJIF_02115	CDS	699	rplA			Large ribosomal subunit protein uL1
BHNFMJIF_02116	CDS	519	rplJ			Large ribosomal subunit protein uL10
BHNFMJIF_02117	CDS	375	rplL			Large ribosomal subunit protein bL12
BHNFMJIF_02118	CDS	3813	rpoB			DNA-directed RNA polymerase subunit beta RpoB
BHNFMJIF_02119	CDS	4287	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
BHNFMJIF_02120	CDS	342				hypothetical protein
BHNFMJIF_02121	CDS	414	rpsL			Small ribosomal subunit protein uS12
BHNFMJIF_02122	CDS	477	rpsG			Small ribosomal subunit protein uS7
BHNFMJIF_02123	CDS	2118	fusA_1			Elongation factor G
BHNFMJIF_02124	CDS	306	rpsJ		COG0051	Small ribosomal subunit protein uS10
BHNFMJIF_02125	CDS	618	rplC		COG0087	Large ribosomal subunit protein uL3
BHNFMJIF_02126	CDS	627	rplD			Large ribosomal subunit protein uL4
BHNFMJIF_02127	CDS	291	rplW		COG0089	Large ribosomal subunit protein uL23
BHNFMJIF_02128	CDS	822	rplB		COG0090	Large ribosomal subunit protein uL2
BHNFMJIF_02129	CDS	270	rpsS			Small ribosomal subunit protein uS19
BHNFMJIF_02130	CDS	411				hypothetical protein
BHNFMJIF_02131	CDS	732	rpsC		COG0092	Small ribosomal subunit protein uS3
BHNFMJIF_02132	CDS	435	rplP		COG0197	Large ribosomal subunit protein uL16
BHNFMJIF_02133	CDS	195	rpmC		COG0255	Large ribosomal subunit protein uL29
BHNFMJIF_02134	CDS	258	rpsQ			Small ribosomal subunit protein uS17
BHNFMJIF_02135	CDS	366	rplN		COG0093	Large ribosomal subunit protein uL14
BHNFMJIF_02136	CDS	324	rplX		COG0198	Large ribosomal subunit protein uL24
BHNFMJIF_02137	CDS	558	rplE		COG0094	Large ribosomal subunit protein uL5
BHNFMJIF_02138	CDS	300	rpsN			Small ribosomal subunit protein uS14
BHNFMJIF_02139	CDS	396	rpsH		COG0096	Small ribosomal subunit protein uS8
BHNFMJIF_02140	CDS	570	rplF		COG0097	Large ribosomal subunit protein uL6
BHNFMJIF_02141	CDS	342	rplR		COG0256	Large ribosomal subunit protein uL18
BHNFMJIF_02142	CDS	516	rpsE		COG0098	Small ribosomal subunit protein uS5
BHNFMJIF_02143	CDS	177	rpmD		COG1841	Large ribosomal subunit protein uL30
BHNFMJIF_02144	CDS	447	rplO		COG0200	Large ribosomal subunit protein uL15
BHNFMJIF_02145	CDS	1347	secY		COG0201	Protein translocase subunit SecY
BHNFMJIF_02146	CDS	798	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
BHNFMJIF_02147	CDS	219	infA		COG0361	Translation initiation factor IF-1
BHNFMJIF_02148	CDS	117	rpmJ		COG0257	Large ribosomal subunit protein bL36
BHNFMJIF_02149	CDS	381	rpsM			Small ribosomal subunit protein uS13
BHNFMJIF_02150	CDS	390	rpsK		COG0100	Small ribosomal subunit protein uS11
BHNFMJIF_02151	CDS	606	rpsD			Small ribosomal subunit protein uS4
BHNFMJIF_02152	CDS	993	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
BHNFMJIF_02153	CDS	489	rplQ			Large ribosomal subunit protein bL17
BHNFMJIF_02154	CDS	426				hypothetical protein
BHNFMJIF_02155	CDS	540				hypothetical protein
BHNFMJIF_02156	CDS	1800	mutS_2			DNA mismatch repair protein MutS
BHNFMJIF_02157	CDS	672				hypothetical protein
BHNFMJIF_02158	CDS	459				hypothetical protein
BHNFMJIF_02159	CDS	531				hypothetical protein
BHNFMJIF_02160	CDS	513	sigG		COG1595	ECF RNA polymerase sigma factor SigG
BHNFMJIF_02161	CDS	495				hypothetical protein
BHNFMJIF_02162	CDS	729		1.-.-.-	COG4221	putative oxidoreductase
BHNFMJIF_02163	CDS	1278		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
BHNFMJIF_02164	CDS	450				hypothetical protein
BHNFMJIF_02165	CDS	1566			COG0702	SusD-like protein P38
BHNFMJIF_02166	CDS	3342			COG4771	TonB-dependent receptor P39
BHNFMJIF_02167	CDS	756				hypothetical protein
BHNFMJIF_02168	CDS	1173	dhaT	1.1.1.202		1,3-propanediol dehydrogenase
BHNFMJIF_02169	CDS	861				hypothetical protein
BHNFMJIF_02170	CDS	1182				hypothetical protein
BHNFMJIF_02171	CDS	3468				hypothetical protein
BHNFMJIF_02172	CDS	2157	agaA	3.2.1.22		Alpha-galactosidase AgaA
BHNFMJIF_02173	CDS	591	sigW_5		COG1595	ECF RNA polymerase sigma factor SigW
BHNFMJIF_02174	CDS	999				hypothetical protein
BHNFMJIF_02175	CDS	3297			COG4771	TonB-dependent receptor P3
BHNFMJIF_02176	CDS	1443				hypothetical protein
BHNFMJIF_02177	CDS	1038				hypothetical protein
BHNFMJIF_02178	CDS	861				hypothetical protein
BHNFMJIF_02179	tRNA	76				tRNA-Phe(gaa)
BHNFMJIF_02180	tRNA	74				tRNA-Pro(cgg)
BHNFMJIF_02181	CDS	1608				hypothetical protein
BHNFMJIF_02182	CDS	771				hypothetical protein
BHNFMJIF_02183	CDS	585				hypothetical protein
BHNFMJIF_02184	CDS	1293	mdtK_2			Multidrug resistance protein MdtK
BHNFMJIF_02185	CDS	840				hypothetical protein
BHNFMJIF_02186	CDS	654	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
BHNFMJIF_02187	CDS	2229	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
BHNFMJIF_02188	CDS	324	clpS			ATP-dependent Clp protease adapter protein ClpS
BHNFMJIF_02189	CDS	408				hypothetical protein
BHNFMJIF_02190	CDS	816				hypothetical protein
BHNFMJIF_02191	CDS	687				hypothetical protein
BHNFMJIF_02192	CDS	696				hypothetical protein
BHNFMJIF_02193	CDS	2223				hypothetical protein
BHNFMJIF_02194	CDS	576	fliA			RNA polymerase sigma factor FliA
BHNFMJIF_02195	CDS	993				hypothetical protein
BHNFMJIF_02196	CDS	2283				hypothetical protein
BHNFMJIF_02197	CDS	2313				hypothetical protein
BHNFMJIF_02198	CDS	183				hypothetical protein
BHNFMJIF_02199	CDS	3402	susC_10		COG1629	TonB-dependent receptor SusC
BHNFMJIF_02200	CDS	1770				hypothetical protein
BHNFMJIF_02201	CDS	846				hypothetical protein
BHNFMJIF_02202	CDS	2016	susB_2	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
BHNFMJIF_02203	CDS	1299	ampG_2		COG2223	Anhydromuropeptide permease
BHNFMJIF_02204	CDS	1002		2.4.1.319	COG2152	Beta-1,4-mannooligosaccharide phosphorylase
BHNFMJIF_02205	CDS	1242		3.2.1.-	COG0673	Glycosyl hydrolase family 109 protein 1
BHNFMJIF_02206	CDS	1011				hypothetical protein
BHNFMJIF_02207	CDS	528				hypothetical protein
BHNFMJIF_02208	CDS	2568				hypothetical protein
BHNFMJIF_02209	CDS	3096	lacZ_11	3.2.1.23	COG3250	Beta-galactosidase
BHNFMJIF_02210	CDS	858				hypothetical protein
BHNFMJIF_02211	CDS	999				hypothetical protein
BHNFMJIF_02212	CDS	921	rhaS_3			HTH-type transcriptional activator RhaS
BHNFMJIF_02213	CDS	4161	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_02214	CDS	3072			COG4771	TonB-dependent receptor P3
BHNFMJIF_02215	CDS	1620			COG0702	SusD-like protein P25
BHNFMJIF_02216	CDS	1515	lnbX	3.2.1.140		Lacto-N-biosidase
BHNFMJIF_02217	CDS	105				hypothetical protein
BHNFMJIF_02218	CDS	498				hypothetical protein
BHNFMJIF_02219	CDS	1005				hypothetical protein
BHNFMJIF_02220	CDS	351				hypothetical protein
BHNFMJIF_02221	CDS	810	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
BHNFMJIF_02222	CDS	1020	rhaT			L-rhamnose-proton symporter
BHNFMJIF_02223	CDS	1254	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
BHNFMJIF_02224	CDS	1479	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
BHNFMJIF_02225	CDS	477	argR		COG1438	Arginine repressor
BHNFMJIF_02226	CDS	558				hypothetical protein
BHNFMJIF_02227	CDS	1209	argG	6.3.4.5	COG0137	Argininosuccinate synthase
BHNFMJIF_02228	CDS	969	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
BHNFMJIF_02229	CDS	1125	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
BHNFMJIF_02230	CDS	774	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
BHNFMJIF_02231	CDS	891	rhaS_4			HTH-type transcriptional activator RhaS
BHNFMJIF_02232	CDS	1515	xynC	3.2.1.136	COG5520	Glucuronoxylanase XynC
BHNFMJIF_02233	CDS	96				hypothetical protein
BHNFMJIF_02234	CDS	3030			COG4771	TonB-dependent receptor P3
BHNFMJIF_02235	CDS	1767				hypothetical protein
BHNFMJIF_02236	CDS	1800	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
BHNFMJIF_02237	CDS	1179		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
BHNFMJIF_02238	CDS	903	gpmI_2	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
BHNFMJIF_02239	CDS	1884				hypothetical protein
BHNFMJIF_02240	CDS	297				hypothetical protein
BHNFMJIF_02241	CDS	1383				hypothetical protein
BHNFMJIF_02242	CDS	1527	napF			Ferredoxin-type protein NapF
BHNFMJIF_02243	CDS	420				hypothetical protein
BHNFMJIF_02244	CDS	555				hypothetical protein
BHNFMJIF_02245	CDS	1653	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BHNFMJIF_02246	CDS	465				hypothetical protein
BHNFMJIF_02247	CDS	1971				hypothetical protein
BHNFMJIF_02248	CDS	3156	susC_11		COG1629	TonB-dependent receptor SusC
BHNFMJIF_02249	CDS	1887				hypothetical protein
BHNFMJIF_02250	CDS	3315				hypothetical protein
BHNFMJIF_02251	CDS	1194				hypothetical protein
BHNFMJIF_02252	CDS	1914				hypothetical protein
BHNFMJIF_02253	CDS	3402				hypothetical protein
BHNFMJIF_02254	CDS	423				hypothetical protein
BHNFMJIF_02255	CDS	1707				hypothetical protein
BHNFMJIF_02256	CDS	639				hypothetical protein
BHNFMJIF_02257	CDS	207				hypothetical protein
BHNFMJIF_02258	CDS	1152				hypothetical protein
BHNFMJIF_02259	CDS	3285	susC_12		COG1629	TonB-dependent receptor SusC
BHNFMJIF_02260	CDS	1986				hypothetical protein
BHNFMJIF_02261	CDS	726				hypothetical protein
BHNFMJIF_02262	CDS	648				hypothetical protein
BHNFMJIF_02263	CDS	225				hypothetical protein
BHNFMJIF_02264	CDS	3345			COG4771	TonB-dependent receptor P39
BHNFMJIF_02265	CDS	1584			COG0702	SusD-like protein P38
BHNFMJIF_02266	CDS	1131				hypothetical protein
BHNFMJIF_02267	CDS	2193				hypothetical protein
BHNFMJIF_02268	CDS	783				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
BHNFMJIF_02269	CDS	1083	proB	2.7.2.11		Glutamate 5-kinase
BHNFMJIF_02270	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
BHNFMJIF_02271	CDS	966	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
BHNFMJIF_02272	CDS	399	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
BHNFMJIF_02273	CDS	651				hypothetical protein
BHNFMJIF_02274	CDS	1158				hypothetical protein
BHNFMJIF_02275	CDS	975	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
BHNFMJIF_02276	CDS	1074	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
BHNFMJIF_02277	CDS	642				hypothetical protein
BHNFMJIF_02278	CDS	1347	yjjB			succinate transporter subunit YjjB
BHNFMJIF_02279	CDS	246				hypothetical protein
BHNFMJIF_02280	CDS	3933	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_02281	CDS	1386	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
BHNFMJIF_02282	CDS	135				hypothetical protein
BHNFMJIF_02283	CDS	3222			COG4771	TonB-dependent receptor P3
BHNFMJIF_02284	CDS	1836				hypothetical protein
BHNFMJIF_02285	CDS	1617		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
BHNFMJIF_02286	CDS	2316				hypothetical protein
BHNFMJIF_02287	CDS	3060	lacZ_12	3.2.1.23	COG3250	Beta-galactosidase
BHNFMJIF_02288	CDS	1860				hypothetical protein
BHNFMJIF_02289	CDS	2397				hypothetical protein
BHNFMJIF_02290	CDS	777	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
BHNFMJIF_02291	CDS	1146				hypothetical protein
BHNFMJIF_02292	CDS	1236	chuR	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
BHNFMJIF_02293	CDS	156	rpmH		COG0230	Large ribosomal subunit protein bL34
BHNFMJIF_02294	CDS	567	efp		COG0231	Elongation factor P
BHNFMJIF_02295	CDS	990				hypothetical protein
BHNFMJIF_02296	CDS	690				hypothetical protein
BHNFMJIF_02297	CDS	321			COG2151	Fe-S protein maturation auxiliary factor
BHNFMJIF_02298	CDS	768		3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
BHNFMJIF_02299	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
BHNFMJIF_02300	CDS	1014	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
BHNFMJIF_02301	CDS	354				hypothetical protein
BHNFMJIF_02302	CDS	696	yohK		COG1346	Inner membrane protein YohK
BHNFMJIF_02303	CDS	903				hypothetical protein
BHNFMJIF_02304	CDS	1011				hypothetical protein
BHNFMJIF_02305	CDS	765	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
BHNFMJIF_02306	CDS	858	folP	2.5.1.15	COG0294	Dihydropteroate synthase
BHNFMJIF_02307	CDS	1299	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BHNFMJIF_02308	CDS	1275				hypothetical protein
BHNFMJIF_02309	CDS	2316				hypothetical protein
BHNFMJIF_02310	CDS	1041				hypothetical protein
BHNFMJIF_02311	CDS	4035	rcsC_21	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_02312	CDS	195				hypothetical protein
BHNFMJIF_02313	CDS	3309			COG1629	TonB-dependent receptor P26
BHNFMJIF_02314	CDS	2025				hypothetical protein
BHNFMJIF_02315	CDS	3102			COG4771	TonB-dependent receptor P3
BHNFMJIF_02316	CDS	1692			COG0702	SusD-like protein P25
BHNFMJIF_02317	CDS	2457				hypothetical protein
BHNFMJIF_02318	CDS	1140				hypothetical protein
BHNFMJIF_02319	CDS	1002				hypothetical protein
BHNFMJIF_02320	CDS	1554			COG0702	SusD-like protein P38
BHNFMJIF_02321	CDS	3072			COG4771	TonB-dependent receptor P3
BHNFMJIF_02322	CDS	1944				hypothetical protein
BHNFMJIF_02323	CDS	2499				hypothetical protein
BHNFMJIF_02324	CDS	2355				hypothetical protein
BHNFMJIF_02325	CDS	2820	rhaS_5			HTH-type transcriptional activator RhaS
BHNFMJIF_02326	CDS	2949	susC_13		COG1629	TonB-dependent receptor SusC
BHNFMJIF_02327	CDS	1635				hypothetical protein
BHNFMJIF_02328	CDS	2460				hypothetical protein
BHNFMJIF_02329	CDS	2352				hypothetical protein
BHNFMJIF_02330	CDS	342				hypothetical protein
BHNFMJIF_02331	CDS	276				hypothetical protein
BHNFMJIF_02332	CDS	1203				hypothetical protein
BHNFMJIF_02333	CDS	3084				hypothetical protein
BHNFMJIF_02334	CDS	453				hypothetical protein
BHNFMJIF_02335	CDS	1311				hypothetical protein
BHNFMJIF_02336	CDS	888	nadK	2.7.1.23		NAD kinase
BHNFMJIF_02337	CDS	717	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
BHNFMJIF_02338	CDS	717	tolQ_2		COG0811	Tol-Pal system protein TolQ
BHNFMJIF_02339	CDS	378	tolR_1			Tol-Pal system protein TolR
BHNFMJIF_02340	CDS	894				hypothetical protein
BHNFMJIF_02341	CDS	552	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
BHNFMJIF_02342	CDS	660	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
BHNFMJIF_02343	CDS	2097	recG	5.6.2.4		ATP-dependent DNA helicase RecG
BHNFMJIF_02344	CDS	465	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
BHNFMJIF_02345	CDS	891				hypothetical protein
BHNFMJIF_02346	CDS	543				hypothetical protein
BHNFMJIF_02347	CDS	1302				hypothetical protein
BHNFMJIF_02348	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
BHNFMJIF_02349	CDS	459				hypothetical protein
BHNFMJIF_02350	CDS	594	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
BHNFMJIF_02351	CDS	2076	dnaG_2	2.7.7.101		DNA primase
BHNFMJIF_02352	CDS	1002	mdh_1	1.1.1.37		Malate dehydrogenase
BHNFMJIF_02353	CDS	291				hypothetical protein
BHNFMJIF_02354	CDS	495				hypothetical protein
BHNFMJIF_02355	tRNA	75				tRNA-Met(cat)
BHNFMJIF_02356	CDS	2805				hypothetical protein
BHNFMJIF_02357	CDS	1227		3.2.1.-	COG4225	Unsaturated glucuronyl hydrolase
BHNFMJIF_02358	CDS	546				hypothetical protein
BHNFMJIF_02359	CDS	3078			COG4771	TonB-dependent receptor P39
BHNFMJIF_02360	CDS	1827			COG0702	SusD-like protein P25
BHNFMJIF_02361	CDS	1935		3.2.1.22	COG4948	Retaining alpha-galactosidase
BHNFMJIF_02362	CDS	3426				hypothetical protein
BHNFMJIF_02363	CDS	2367		3.2.1.-	COG1472	Beta-xylosidase
BHNFMJIF_02364	CDS	1614				hypothetical protein
BHNFMJIF_02365	CDS	2739				hypothetical protein
BHNFMJIF_02366	CDS	2814				hypothetical protein
BHNFMJIF_02367	CDS	516				hypothetical protein
BHNFMJIF_02368	CDS	3348			COG1629	TonB-dependent receptor P26
BHNFMJIF_02369	CDS	1941				hypothetical protein
BHNFMJIF_02370	CDS	171				hypothetical protein
BHNFMJIF_02371	CDS	2484		3.2.1.55		Extracellular exo-alpha-L-arabinofuranosidase
BHNFMJIF_02372	CDS	1428				hypothetical protein
BHNFMJIF_02373	CDS	1434				hypothetical protein
BHNFMJIF_02374	CDS	921				hypothetical protein
BHNFMJIF_02375	CDS	1614				hypothetical protein
BHNFMJIF_02376	CDS	1386				hypothetical protein
BHNFMJIF_02377	CDS	1923				hypothetical protein
BHNFMJIF_02378	CDS	1086				hypothetical protein
BHNFMJIF_02379	CDS	2637				hypothetical protein
BHNFMJIF_02380	CDS	1938		3.2.1.22	COG4948	Retaining alpha-galactosidase
BHNFMJIF_02381	CDS	1650		3.2.1.-	COG3507	Beta-xylosidase
BHNFMJIF_02382	CDS	1224		3.2.1.-	COG4225	Unsaturated glucuronyl hydrolase
BHNFMJIF_02383	CDS	384				hypothetical protein
BHNFMJIF_02384	CDS	1887				hypothetical protein
BHNFMJIF_02385	CDS	1344	bepA_5	3.4.-.-		Beta-barrel assembly-enhancing protease
BHNFMJIF_02386	CDS	1191	resA_10			Thiol-disulfide oxidoreductase ResA
BHNFMJIF_02387	CDS	2109	resA_11			Thiol-disulfide oxidoreductase ResA
BHNFMJIF_02388	CDS	774				hypothetical protein
BHNFMJIF_02389	CDS	111				hypothetical protein
BHNFMJIF_02390	CDS	2040				hypothetical protein
BHNFMJIF_02391	CDS	903	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
BHNFMJIF_02392	CDS	564				hypothetical protein
BHNFMJIF_02393	CDS	768	lpxA_1	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
BHNFMJIF_02394	CDS	1386	lpxC	3.5.1.108		UDP-3-O-acyl-N-acetylglucosamine deacetylase
BHNFMJIF_02395	CDS	1041	lpxD	2.3.1.191		UDP-3-O-acylglucosamine N-acyltransferase
BHNFMJIF_02396	CDS	1236				hypothetical protein
BHNFMJIF_02397	CDS	819	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
BHNFMJIF_02398	CDS	1116	prfA		COG0216	Peptide chain release factor 1
BHNFMJIF_02399	CDS	1170	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BHNFMJIF_02400	CDS	594				hypothetical protein
BHNFMJIF_02401	CDS	999				hypothetical protein
BHNFMJIF_02402	CDS	216				hypothetical protein
BHNFMJIF_02403	CDS	1680				hypothetical protein
BHNFMJIF_02404	CDS	1431				hypothetical protein
BHNFMJIF_02405	CDS	222				hypothetical protein
BHNFMJIF_02406	CDS	492				hypothetical protein
BHNFMJIF_02407	CDS	2307				hypothetical protein
BHNFMJIF_02408	CDS	1032				hypothetical protein
BHNFMJIF_02409	CDS	2802	uvrA_1			UvrABC system protein A
