locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJAGMNAF_02112	CDS	1644				hypothetical protein
JJAGMNAF_02113	CDS	651				hypothetical protein
JJAGMNAF_02114	CDS	1368	radA	3.6.4.-	COG1066	DNA repair protein RadA
JJAGMNAF_02115	CDS	2433	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
JJAGMNAF_02116	CDS	1212				hypothetical protein
JJAGMNAF_02117	CDS	1302	thrC	4.2.3.1	COG0498	Threonine synthase
JJAGMNAF_02118	CDS	1008	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJAGMNAF_02119	CDS	1032	btuC		COG4139	Vitamin B12 import system permease protein BtuC
JJAGMNAF_02120	CDS	1137				hypothetical protein
JJAGMNAF_02121	CDS	1089				hypothetical protein
JJAGMNAF_02122	CDS	2022	btuB_4			Vitamin B12 transporter BtuB
JJAGMNAF_02123	CDS	972	estD	3.1.1.1	COG1073	Esterase EstD
JJAGMNAF_02124	CDS	120				hypothetical protein
JJAGMNAF_02125	CDS	1359				hypothetical protein
JJAGMNAF_02126	CDS	774				hypothetical protein
JJAGMNAF_02127	CDS	1068	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
JJAGMNAF_02128	CDS	1185	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
JJAGMNAF_02129	CDS	843	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
JJAGMNAF_02130	CDS	357				hypothetical protein
JJAGMNAF_02131	CDS	531			COG0693	Protein ppBat
JJAGMNAF_02132	CDS	1176	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JJAGMNAF_02133	CDS	1002			COG0628	Putative transport protein
JJAGMNAF_02134	CDS	951	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
JJAGMNAF_02135	CDS	2214		3.2.1.169	COG3525	O-GlcNAcase
JJAGMNAF_02136	CDS	1896	deaD_2	3.6.4.13		ATP-dependent RNA helicase DeaD
JJAGMNAF_02137	CDS	1773	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
JJAGMNAF_02138	CDS	1212	pepE_1	3.4.22.-	COG3579	Aminopeptidase E
JJAGMNAF_02139	CDS	1392	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
JJAGMNAF_02140	CDS	855				hypothetical protein
JJAGMNAF_02141	CDS	1152				hypothetical protein
JJAGMNAF_02142	CDS	801				hypothetical protein
JJAGMNAF_02143	CDS	1536	rny_2	3.1.-.-	COG1418	Ribonuclease Y
JJAGMNAF_02144	CDS	294				hypothetical protein
JJAGMNAF_02145	CDS	336				hypothetical protein
JJAGMNAF_02146	CDS	462				hypothetical protein
JJAGMNAF_02147	CDS	333	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
JJAGMNAF_02148	CDS	546	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
JJAGMNAF_02149	tRNA	74				tRNA-Trp(cca)
JJAGMNAF_02150	CDS	594				hypothetical protein
JJAGMNAF_02151	CDS	627				hypothetical protein
JJAGMNAF_02152	CDS	1401	alsT		COG1115	Amino-acid carrier protein AlsT
JJAGMNAF_02153	CDS	648				hypothetical protein
JJAGMNAF_02154	CDS	3960	rcsC_21	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_02155	CDS	279				hypothetical protein
JJAGMNAF_02156	CDS	1296				hypothetical protein
JJAGMNAF_02157	CDS	2034	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
JJAGMNAF_02158	CDS	1752	rhaR_4			HTH-type transcriptional activator RhaR
JJAGMNAF_02159	tRNA	86				tRNA-Ser(tga)
JJAGMNAF_02160	CDS	1224	xerC_9			Tyrosine recombinase XerC
JJAGMNAF_02161	CDS	243				hypothetical protein
JJAGMNAF_02162	CDS	1188				hypothetical protein
JJAGMNAF_02163	CDS	4215				hypothetical protein
JJAGMNAF_02164	CDS	186				hypothetical protein
JJAGMNAF_02165	CDS	1980				hypothetical protein
JJAGMNAF_02166	CDS	873				hypothetical protein
JJAGMNAF_02167	CDS	903				hypothetical protein
JJAGMNAF_02168	CDS	939				hypothetical protein
JJAGMNAF_02169	CDS	1287				hypothetical protein
JJAGMNAF_02170	CDS	297				hypothetical protein
JJAGMNAF_02171	CDS	330				hypothetical protein
JJAGMNAF_02172	CDS	1023				hypothetical protein
JJAGMNAF_02173	CDS	3963				hypothetical protein
JJAGMNAF_02174	CDS	180				hypothetical protein
JJAGMNAF_02175	CDS	447				hypothetical protein
JJAGMNAF_02176	CDS	1290				hypothetical protein
JJAGMNAF_02177	CDS	939				hypothetical protein
JJAGMNAF_02178	CDS	1104				hypothetical protein
JJAGMNAF_02179	CDS	1518				hypothetical protein
JJAGMNAF_02180	CDS	108				hypothetical protein
JJAGMNAF_02181	CDS	1176				hypothetical protein
JJAGMNAF_02182	CDS	93				hypothetical protein
JJAGMNAF_02183	CDS	177				hypothetical protein
JJAGMNAF_02184	CDS	210				hypothetical protein
JJAGMNAF_02185	CDS	438				hypothetical protein
JJAGMNAF_02186	CDS	495				hypothetical protein
JJAGMNAF_02187	CDS	933				hypothetical protein
JJAGMNAF_02188	CDS	456				hypothetical protein
JJAGMNAF_02189	CDS	342				hypothetical protein
JJAGMNAF_02190	CDS	219				hypothetical protein
JJAGMNAF_02191	CDS	1656				hypothetical protein
JJAGMNAF_02192	CDS	243				hypothetical protein
JJAGMNAF_02193	CDS	147				hypothetical protein
JJAGMNAF_02194	CDS	171				hypothetical protein
JJAGMNAF_02195	CDS	1593				hypothetical protein
JJAGMNAF_02196	CDS	1656				hypothetical protein
JJAGMNAF_02197	CDS	594				hypothetical protein
JJAGMNAF_02198	CDS	132				hypothetical protein
JJAGMNAF_02199	CDS	276				hypothetical protein
JJAGMNAF_02200	CDS	126				hypothetical protein
JJAGMNAF_02201	CDS	414				hypothetical protein
JJAGMNAF_02202	CDS	1014				hypothetical protein
JJAGMNAF_02203	CDS	450				hypothetical protein
JJAGMNAF_02204	CDS	852				hypothetical protein
JJAGMNAF_02205	CDS	252				hypothetical protein
JJAGMNAF_02206	CDS	900				hypothetical protein
JJAGMNAF_02207	CDS	591				hypothetical protein
JJAGMNAF_02208	CDS	462				hypothetical protein
JJAGMNAF_02209	CDS	912	htpX	3.4.24.-		Protease HtpX
JJAGMNAF_02210	CDS	462				hypothetical protein
JJAGMNAF_02211	CDS	240				hypothetical protein
JJAGMNAF_02212	CDS	1935	noc			Nucleoid occlusion protein
JJAGMNAF_02213	CDS	591				hypothetical protein
JJAGMNAF_02214	CDS	1014				hypothetical protein
JJAGMNAF_02215	CDS	294				hypothetical protein
JJAGMNAF_02216	CDS	4071	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_02217	CDS	2115				hypothetical protein
JJAGMNAF_02218	CDS	336				hypothetical protein
JJAGMNAF_02219	CDS	3291			COG4771	TonB-dependent receptor P3
JJAGMNAF_02220	CDS	2046				hypothetical protein
JJAGMNAF_02221	CDS	1701				hypothetical protein
JJAGMNAF_02222	CDS	1995				hypothetical protein
JJAGMNAF_02223	CDS	2337		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
JJAGMNAF_02224	CDS	1416				hypothetical protein
JJAGMNAF_02225	CDS	4068	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_02226	CDS	798				hypothetical protein
JJAGMNAF_02227	CDS	3282				hypothetical protein
JJAGMNAF_02228	CDS	1962				hypothetical protein
JJAGMNAF_02229	CDS	1878				hypothetical protein
JJAGMNAF_02230	CDS	1032				hypothetical protein
JJAGMNAF_02231	CDS	1527				hypothetical protein
JJAGMNAF_02232	CDS	2394		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
JJAGMNAF_02233	CDS	2343				hypothetical protein
JJAGMNAF_02234	CDS	1188	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
JJAGMNAF_02235	CDS	828	uxuB_2	1.-.-.-	COG1028	putative oxidoreductase UxuB
JJAGMNAF_02236	CDS	2367	rcsC_24	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_02237	CDS	1296	zraR_4		COG2204	Transcriptional regulatory protein ZraR
JJAGMNAF_02238	CDS	630				hypothetical protein
JJAGMNAF_02239	CDS	204				hypothetical protein
JJAGMNAF_02240	CDS	1029				hypothetical protein
JJAGMNAF_02241	CDS	177				hypothetical protein
JJAGMNAF_02242	CDS	717				hypothetical protein
JJAGMNAF_02243	CDS	330				hypothetical protein
JJAGMNAF_02244	CDS	681				hypothetical protein
JJAGMNAF_02245	CDS	99				hypothetical protein
JJAGMNAF_02246	CDS	120				hypothetical protein
JJAGMNAF_02247	CDS	156				hypothetical protein
JJAGMNAF_02248	CDS	291				hypothetical protein
JJAGMNAF_02249	CDS	297				hypothetical protein
JJAGMNAF_02250	CDS	1191	pal			Peptidoglycan-associated lipoprotein
JJAGMNAF_02251	CDS	2799				hypothetical protein
JJAGMNAF_02252	CDS	909				hypothetical protein
JJAGMNAF_02253	CDS	234				hypothetical protein
JJAGMNAF_02254	CDS	174				hypothetical protein
JJAGMNAF_02255	CDS	468				hypothetical protein
JJAGMNAF_02256	CDS	627				hypothetical protein
JJAGMNAF_02257	CDS	2157	cirA_1		COG4771	Colicin I receptor
JJAGMNAF_02258	CDS	4476				hypothetical protein
JJAGMNAF_02259	CDS	690				hypothetical protein
JJAGMNAF_02260	CDS	600				hypothetical protein
JJAGMNAF_02261	CDS	330				hypothetical protein
JJAGMNAF_02262	CDS	1749				hypothetical protein
JJAGMNAF_02263	CDS	996	resA_7			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_02264	CDS	561				hypothetical protein
JJAGMNAF_02265	CDS	1491				hypothetical protein
JJAGMNAF_02266	CDS	1182				hypothetical protein
JJAGMNAF_02267	CDS	1614				hypothetical protein
JJAGMNAF_02268	CDS	3417			COG1629	TonB-dependent receptor P26
JJAGMNAF_02269	CDS	927				hypothetical protein
JJAGMNAF_02270	CDS	1254	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
JJAGMNAF_02271	CDS	1215				hypothetical protein
JJAGMNAF_02272	CDS	831				hypothetical protein
JJAGMNAF_02273	CDS	2424				hypothetical protein
JJAGMNAF_02274	CDS	1092				hypothetical protein
JJAGMNAF_02275	CDS	561				hypothetical protein
JJAGMNAF_02276	CDS	1356				hypothetical protein
JJAGMNAF_02277	CDS	1323	mdtK_2			Multidrug resistance protein MdtK
JJAGMNAF_02278	CDS	1323	ffh	3.6.5.4	COG0541	Signal recognition particle protein
JJAGMNAF_02279	CDS	882	folD		COG0190	Bifunctional protein FolD protein
JJAGMNAF_02280	CDS	1074				hypothetical protein
JJAGMNAF_02281	tRNA	76				tRNA-His(gtg)
JJAGMNAF_02282	CDS	567				hypothetical protein
JJAGMNAF_02283	CDS	1083				hypothetical protein
JJAGMNAF_02284	CDS	3531			COG4771	TonB-dependent receptor P39
JJAGMNAF_02285	CDS	1485				hypothetical protein
JJAGMNAF_02286	CDS	1368	resA_8			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_02287	CDS	1179	resA_9			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_02288	CDS	1815	lacZ_13	3.2.1.23		Beta-galactosidase
JJAGMNAF_02289	CDS	1134	mro_2	5.1.3.3		Aldose 1-epimerase
JJAGMNAF_02290	CDS	3951	rcsC_25	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_02291	CDS	3000			COG4771	TonB-dependent receptor P3
JJAGMNAF_02292	CDS	1590			COG0702	SusD-like protein P2
JJAGMNAF_02293	CDS	2634				hypothetical protein
JJAGMNAF_02294	CDS	969				hypothetical protein
JJAGMNAF_02295	CDS	1002	arbA	3.2.1.55	COG3507	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase ArbA
JJAGMNAF_02296	CDS	2034				hypothetical protein
JJAGMNAF_02297	CDS	153				hypothetical protein
JJAGMNAF_02298	CDS	984	menF_1	5.4.4.2		Isochorismate synthase MenF
JJAGMNAF_02299	CDS	594				hypothetical protein
JJAGMNAF_02300	CDS	1143				hypothetical protein
JJAGMNAF_02301	CDS	1197	norA			Quinolone resistance protein NorA
JJAGMNAF_02302	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JJAGMNAF_02303	CDS	861				hypothetical protein
JJAGMNAF_02304	CDS	1014	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
JJAGMNAF_02305	CDS	777	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
JJAGMNAF_02306	CDS	645	nth	4.2.99.18	COG0177	Endonuclease III
JJAGMNAF_02307	CDS	921	arcA	3.5.3.6		Arginine deiminase
JJAGMNAF_02308	CDS	912				hypothetical protein
JJAGMNAF_02309	CDS	1236	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
JJAGMNAF_02310	CDS	687				queuosine precursor transporter
JJAGMNAF_02311	CDS	672	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
JJAGMNAF_02312	CDS	456	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
JJAGMNAF_02313	tRNA	89				tRNA-Ser(gga)
JJAGMNAF_02314	CDS	1812	ruvB_2	3.6.4.-		Holliday junction branch migration complex subunit RuvB
JJAGMNAF_02315	CDS	297				hypothetical protein
JJAGMNAF_02316	CDS	318				hypothetical protein
JJAGMNAF_02317	CDS	2187	dpp7_2	3.4.14.-	COG3591	Dipeptidyl-peptidase 7
JJAGMNAF_02318	CDS	2166	dpp7_3	3.4.14.-	COG3591	Dipeptidyl-peptidase 7
JJAGMNAF_02319	CDS	678				hypothetical protein
JJAGMNAF_02320	CDS	759				hypothetical protein
JJAGMNAF_02321	CDS	1161				hypothetical protein
JJAGMNAF_02322	CDS	888	metH_1	2.1.1.13	COG0646	Methionine synthase
JJAGMNAF_02323	CDS	1341	allB	3.5.2.5	COG0044	Allantoinase
JJAGMNAF_02324	CDS	750	ppm1	2.4.1.-	COG0463	Polyprenol monophosphomannose synthase
JJAGMNAF_02325	CDS	627				hypothetical protein
JJAGMNAF_02326	CDS	639				hypothetical protein
JJAGMNAF_02327	CDS	489				hypothetical protein
JJAGMNAF_02328	CDS	1398				hypothetical protein
JJAGMNAF_02329	CDS	1641	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
JJAGMNAF_02330	CDS	1701	aspT_2			Aspartate/alanine antiporter
JJAGMNAF_02331	CDS	822				hypothetical protein
JJAGMNAF_02332	CDS	1359				hypothetical protein
JJAGMNAF_02333	CDS	2196				hypothetical protein
JJAGMNAF_02334	CDS	1185				hypothetical protein
JJAGMNAF_02335	CDS	3366	mfd	3.6.4.-		Transcription-repair-coupling factor
JJAGMNAF_02336	CDS	687				hypothetical protein
JJAGMNAF_02337	CDS	762	yafV	3.5.1.3	COG0388	Omega-amidase YafV
JJAGMNAF_02338	CDS	1617				hypothetical protein
JJAGMNAF_02339	CDS	582				hypothetical protein
JJAGMNAF_02340	CDS	1305	dapL_2	2.6.1.83		LL-diaminopimelate aminotransferase
JJAGMNAF_02341	CDS	1275		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
JJAGMNAF_02342	CDS	417				hypothetical protein
JJAGMNAF_02343	CDS	1785				hypothetical protein
JJAGMNAF_02344	CDS	2205	hppA1	7.2.3.1	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump 1
JJAGMNAF_02345	CDS	1929				hypothetical protein
JJAGMNAF_02346	CDS	318				hypothetical protein
JJAGMNAF_02347	CDS	2871				hypothetical protein
JJAGMNAF_02348	CDS	1818	glaB_2	3.2.1.-	COG5434	Alpha-1,3-galactosidase B
JJAGMNAF_02349	CDS	558				hypothetical protein
JJAGMNAF_02350	CDS	249				hypothetical protein
JJAGMNAF_02351	CDS	1644	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
JJAGMNAF_02352	CDS	867				hypothetical protein
JJAGMNAF_02353	CDS	369	yccF		COG3304	Inner membrane protein YccF
JJAGMNAF_02354	CDS	846	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
JJAGMNAF_02355	CDS	261				hypothetical protein
JJAGMNAF_02356	CDS	672				hypothetical protein
JJAGMNAF_02357	CDS	1677				hypothetical protein
JJAGMNAF_02358	CDS	1026				hypothetical protein
JJAGMNAF_02359	CDS	969				hypothetical protein
JJAGMNAF_02360	CDS	1734				hypothetical protein
JJAGMNAF_02361	CDS	702				hypothetical protein
JJAGMNAF_02362	CDS	159				hypothetical protein
JJAGMNAF_02363	CDS	1017				hypothetical protein
JJAGMNAF_02364	CDS	126				hypothetical protein
JJAGMNAF_02365	CDS	588	xerC_10			Tyrosine recombinase XerC
JJAGMNAF_02366	CDS	753				hypothetical protein
JJAGMNAF_02367	CDS	801				hypothetical protein
JJAGMNAF_02368	CDS	1410				hypothetical protein
JJAGMNAF_02369	CDS	624				hypothetical protein
JJAGMNAF_02370	CDS	1401				hypothetical protein
JJAGMNAF_02371	CDS	1572				hypothetical protein
JJAGMNAF_02372	CDS	1128				hypothetical protein
JJAGMNAF_02373	CDS	990		1.-.-.-	COG0673	Oxidoreductase P35
JJAGMNAF_02374	CDS	819	mltF_1			Membrane-bound lytic murein transglycosylase F
JJAGMNAF_02375	CDS	2112				hypothetical protein
JJAGMNAF_02376	CDS	543				hypothetical protein
JJAGMNAF_02377	CDS	765	korB_3	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
JJAGMNAF_02378	CDS	168				hypothetical protein
JJAGMNAF_02379	CDS	1083	korA_3	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
JJAGMNAF_02380	CDS	231	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
JJAGMNAF_02381	CDS	297				hypothetical protein
JJAGMNAF_02382	CDS	333				hypothetical protein
JJAGMNAF_02383	CDS	1098				hypothetical protein
JJAGMNAF_02384	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
JJAGMNAF_02385	CDS	2013	tkt	2.2.1.1		Transketolase
JJAGMNAF_02386	CDS	1599	xylB_1	2.7.1.17		Xylulose kinase
JJAGMNAF_02387	CDS	1530	araA	5.3.1.4	COG2160	L-arabinose isomerase
JJAGMNAF_02388	CDS	753	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
JJAGMNAF_02389	CDS	678			COG1051	ADPR responsive transcriptional repressor NtrR
JJAGMNAF_02390	CDS	1743	sglT_1			Sodium/glucose cotransporter
JJAGMNAF_02391	CDS	1155	mro_3	5.1.3.3		Aldose 1-epimerase
JJAGMNAF_02392	CDS	1155	galK	2.7.1.6	COG0153	Galactokinase
JJAGMNAF_02393	CDS	1341	fucP_3		COG0738	L-fucose-proton symporter
JJAGMNAF_02394	CDS	1095	mro_4	5.1.3.3		Aldose 1-epimerase
JJAGMNAF_02395	CDS	1287	fpgS	6.3.2.17		Folylpolyglutamate synthase
JJAGMNAF_02396	CDS	1176	dnaJ		COG0484	Chaperone protein DnaJ
JJAGMNAF_02397	CDS	621	grpE			Protein GrpE
JJAGMNAF_02398	CDS	1620	ybiT		COG0488	putative ATP-binding protein YbiT
JJAGMNAF_02399	CDS	1512				hypothetical protein
JJAGMNAF_02400	CDS	1053	alkZ	3.2.2.-		Interstrand DNA cross-link repair glycosylase
JJAGMNAF_02401	CDS	507	cdd	3.5.4.5	COG0295	Cytidine deaminase
JJAGMNAF_02402	CDS	324				hypothetical protein
JJAGMNAF_02403	CDS	612				hypothetical protein
JJAGMNAF_02404	CDS	672				hypothetical protein
JJAGMNAF_02405	CDS	537	sigW_6		COG1595	ECF RNA polymerase sigma factor SigW
JJAGMNAF_02406	CDS	363				hypothetical protein
JJAGMNAF_02407	CDS	549				hypothetical protein
JJAGMNAF_02408	CDS	642				hypothetical protein
JJAGMNAF_02409	CDS	894		3.2.1.-	COG1388	Autolysin
JJAGMNAF_02410	CDS	1248				hypothetical protein
JJAGMNAF_02411	CDS	1302				hypothetical protein
JJAGMNAF_02412	CDS	1281				hypothetical protein
JJAGMNAF_02413	CDS	672	yknY_2	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJAGMNAF_02414	CDS	1293				hypothetical protein
JJAGMNAF_02415	CDS	1251				hypothetical protein
JJAGMNAF_02416	CDS	1281				hypothetical protein
JJAGMNAF_02417	CDS	1272				hypothetical protein
JJAGMNAF_02418	CDS	1257				hypothetical protein
JJAGMNAF_02419	CDS	1221				hypothetical protein
JJAGMNAF_02420	CDS	1485				hypothetical protein
JJAGMNAF_02421	CDS	1356	atoC_1		COG2204	Regulatory protein AtoC
JJAGMNAF_02422	CDS	1296	atoS	2.7.13.3	COG3852	Signal transduction histidine-protein kinase AtoS
JJAGMNAF_02423	CDS	168				hypothetical protein
JJAGMNAF_02424	CDS	255				hypothetical protein
JJAGMNAF_02425	CDS	1380	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
JJAGMNAF_02426	CDS	612	udk_2	2.7.1.48	COG0572	Uridine kinase
JJAGMNAF_02427	CDS	300				hypothetical protein
JJAGMNAF_02428	CDS	492				hypothetical protein
JJAGMNAF_02429	CDS	852	hisG	2.4.2.17		ATP phosphoribosyltransferase
JJAGMNAF_02430	CDS	1281	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
JJAGMNAF_02431	CDS	1041	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
JJAGMNAF_02432	CDS	1119	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
JJAGMNAF_02433	CDS	1965	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
JJAGMNAF_02434	CDS	411	perR_2		COG0735	Peroxide-responsive repressor PerR
JJAGMNAF_02435	CDS	552	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
JJAGMNAF_02436	CDS	459	trxC	1.8.1.8	COG3118	Thioredoxin 2
JJAGMNAF_02437	CDS	297			COG3118	Thioredoxin-like protein
JJAGMNAF_02438	CDS	615				hypothetical protein
JJAGMNAF_02439	CDS	228				hypothetical protein
JJAGMNAF_02440	CDS	1458	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
JJAGMNAF_02441	CDS	1011				hypothetical protein
JJAGMNAF_02442	CDS	474	rlmH	2.1.1.177		Ribosomal RNA large subunit methyltransferase H
JJAGMNAF_02443	CDS	852	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
JJAGMNAF_02444	CDS	597				hypothetical protein
JJAGMNAF_02445	CDS	1044	recA			Protein RecA
JJAGMNAF_02446	CDS	447	bcp	1.11.1.24	COG1225	Peroxiredoxin Bcp
JJAGMNAF_02447	CDS	1194		1.5.1.55	COG1748	Carboxyaminopropylagmatine dehydrogenase
JJAGMNAF_02448	CDS	1254				hypothetical protein
JJAGMNAF_02449	CDS	792				hypothetical protein
JJAGMNAF_02450	CDS	1917	dnaK			Chaperone protein DnaK
JJAGMNAF_02451	CDS	1107				hypothetical protein
JJAGMNAF_02452	CDS	564				hypothetical protein
JJAGMNAF_02453	CDS	117				hypothetical protein
JJAGMNAF_02454	CDS	1542				hypothetical protein
JJAGMNAF_02455	CDS	90				hypothetical protein
JJAGMNAF_02456	CDS	936	xerC_11			Tyrosine recombinase XerC
JJAGMNAF_02457	CDS	651	nusG_2			Transcription termination/antitermination protein NusG
JJAGMNAF_02458	CDS	435				hypothetical protein
JJAGMNAF_02459	CDS	801				hypothetical protein
JJAGMNAF_02460	CDS	2412				hypothetical protein
JJAGMNAF_02461	CDS	219				hypothetical protein
JJAGMNAF_02462	CDS	1539				hypothetical protein
JJAGMNAF_02463	CDS	1140				hypothetical protein
JJAGMNAF_02464	CDS	1110				hypothetical protein
JJAGMNAF_02465	CDS	1269				hypothetical protein
JJAGMNAF_02466	CDS	939	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JJAGMNAF_02467	CDS	1071	gtfA_1	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
JJAGMNAF_02468	CDS	1191				hypothetical protein
JJAGMNAF_02469	CDS	1098				hypothetical protein
JJAGMNAF_02470	CDS	1227	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JJAGMNAF_02471	CDS	1131				hypothetical protein
JJAGMNAF_02472	CDS	222				hypothetical protein
JJAGMNAF_02473	CDS	837				hypothetical protein
JJAGMNAF_02474	CDS	906	rffH_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
JJAGMNAF_02475	CDS	573	rfbC_1	5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
JJAGMNAF_02476	CDS	861	rmlD_2	1.1.1.133		dTDP-4-dehydrorhamnose reductase
JJAGMNAF_02477	CDS	1077	rfbB	4.2.1.46		dTDP-glucose 4,6-dehydratase
JJAGMNAF_02478	CDS	1476				hypothetical protein
JJAGMNAF_02479	CDS	498				hypothetical protein
JJAGMNAF_02480	CDS	540				hypothetical protein
JJAGMNAF_02481	CDS	225				hypothetical protein
JJAGMNAF_02482	CDS	1944				hypothetical protein
JJAGMNAF_02483	CDS	570				hypothetical protein
JJAGMNAF_02484	CDS	468				hypothetical protein
JJAGMNAF_02485	CDS	2280	uvrB_1			UvrABC system protein B
JJAGMNAF_02486	CDS	177				hypothetical protein
JJAGMNAF_02487	CDS	909				hypothetical protein
JJAGMNAF_02488	CDS	1086	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
JJAGMNAF_02489	CDS	1056	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
JJAGMNAF_02490	CDS	822	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
JJAGMNAF_02491	CDS	1674	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
JJAGMNAF_02492	CDS	1143	menF_2	5.4.4.2		Isochorismate synthase MenF
JJAGMNAF_02493	CDS	408		3.1.2.-	COG2050	Putative esterase
JJAGMNAF_02494	CDS	1350	mepA_4			Multidrug export protein MepA
JJAGMNAF_02495	CDS	2502	cdr	1.8.1.14		Coenzyme A disulfide reductase
JJAGMNAF_02496	CDS	330				hypothetical protein
JJAGMNAF_02497	CDS	1599	clcA			H(+)/Cl(-) exchange transporter ClcA
JJAGMNAF_02498	CDS	591	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
JJAGMNAF_02499	CDS	1809				hypothetical protein
JJAGMNAF_02500	CDS	3252				hypothetical protein
JJAGMNAF_02501	CDS	1422				hypothetical protein
JJAGMNAF_02502	CDS	1182	resA_10			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_02503	CDS	261				hypothetical protein
JJAGMNAF_02504	CDS	1575				hypothetical protein
JJAGMNAF_02505	CDS	3273			COG4771	TonB-dependent receptor P39
JJAGMNAF_02506	CDS	1485				hypothetical protein
JJAGMNAF_02507	tRNA	75				tRNA-Glu(ttc)
JJAGMNAF_02508	CDS	1290				hypothetical protein
JJAGMNAF_02509	CDS	837	nfo	3.1.21.2	COG0648	Endonuclease 4
JJAGMNAF_02510	CDS	2073				hypothetical protein
JJAGMNAF_02511	CDS	1365	trpB	4.2.1.20		Tryptophan synthase beta chain
JJAGMNAF_02512	CDS	1848				hypothetical protein
JJAGMNAF_02513	CDS	687	ktrC		COG0569	Ktr system potassium uptake protein C
JJAGMNAF_02514	CDS	570				hypothetical protein
